-3.141592653589793116e+00
-3.092505268377452765e+00
-3.043417883165111970e+00
-2.994330497952771619e+00
-2.945243112740430824e+00
-2.896155727528090473e+00
-2.847068342315750122e+00
-2.797980957103409327e+00
-2.748893571891068976e+00
-2.699806186678728626e+00
-2.650718801466387831e+00
-2.601631416254047480e+00
-2.552544031041707129e+00
-2.503456645829366334e+00
-2.454369260617025983e+00
-2.405281875404685188e+00
-2.356194490192344837e+00
-2.307107104980004486e+00
-2.258019719767663691e+00
-2.208932334555323340e+00
-2.159844949342982545e+00
-2.110757564130642194e+00
-2.061670178918301843e+00
-2.012582793705961492e+00
-1.963495408493620697e+00
-1.914408023281280125e+00
-1.865320638068939552e+00
-1.816233252856599201e+00
-1.767145867644258628e+00
-1.718058482431918055e+00
-1.668971097219577704e+00
-1.619883712007237131e+00
-1.570796326794896558e+00
-1.521708941582555985e+00
-1.472621556370215412e+00
-1.423534171157875061e+00
-1.374446785945534488e+00
-1.325359400733193915e+00
-1.276272015520853564e+00
-1.227184630308512991e+00
-1.178097245096172418e+00
-1.129009859883832068e+00
-1.079922474671491273e+00
-1.030835089459150922e+00
-9.817477042468105708e-01
-9.326603190344697758e-01
-8.835729338221294249e-01
-8.344855486097886299e-01
-7.853981633974482790e-01
-7.363107781851079281e-01
-6.872233929727671331e-01
-6.381360077604267822e-01
-5.890486225480859872e-01
-5.399612373357456363e-01
-4.908738521234052854e-01
-4.417864669110644904e-01
-3.926990816987241395e-01
-3.436116964863837886e-01
-2.945243112740429936e-01
-2.454369260617026427e-01
-1.963495408493622918e-01
-1.472621556370214968e-01
-9.817477042468114590e-02
-4.908738521234035090e-02
0.000000000000000000e+00
4.908738521234035090e-02
9.817477042468114590e-02
1.472621556370214968e-01
1.963495408493622918e-01
2.454369260617026427e-01
2.945243112740429936e-01
3.436116964863837886e-01
3.926990816987241395e-01
4.417864669110644904e-01
4.908738521234052854e-01
5.399612373357456363e-01
5.890486225480859872e-01
6.381360077604267822e-01
6.872233929727671331e-01
7.363107781851079281e-01
7.853981633974482790e-01
8.344855486097886299e-01
8.835729338221289808e-01
9.326603190344702199e-01
9.817477042468105708e-01
1.030835089459150922e+00
1.079922474671491273e+00
1.129009859883831624e+00
1.178097245096171974e+00
1.227184630308513213e+00
1.276272015520853564e+00
1.325359400733193915e+00
1.374446785945534266e+00
1.423534171157874617e+00
1.472621556370215856e+00
1.521708941582556207e+00
1.570796326794896558e+00
1.619883712007236909e+00
1.668971097219577260e+00
1.718058482431918499e+00
1.767145867644258850e+00
1.816233252856599201e+00
1.865320638068939552e+00
1.914408023281279903e+00
1.963495408493621142e+00
2.012582793705961492e+00
2.061670178918301843e+00
2.110757564130642194e+00
2.159844949342982545e+00
2.208932334555322896e+00
2.258019719767664135e+00
2.307107104980004486e+00
2.356194490192344837e+00
2.405281875404685188e+00
2.454369260617025539e+00
2.503456645829366778e+00
2.552544031041707129e+00
2.601631416254047480e+00
2.650718801466387831e+00
2.699806186678728182e+00
2.748893571891068532e+00
2.797980957103409771e+00
2.847068342315750122e+00
2.896155727528090473e+00
2.945243112740430824e+00
2.994330497952771175e+00
3.043417883165112414e+00
3.092505268377452765e+00
